id,product_series,product_name,manufacturer,product_type,supported_protocols
1,PMC,53A-E,CET,Power Meters,modbus
2,Tmax XT2,Tmax XT2 & Ekip M Dip & Ekip Com STA Modbus RS-485,ABB,Circuit Breakers,modbus
3,Tmax XT5,Tmax XT5 & Ekip Touch Measuring & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
4,Tmax XT2,Tmax XT2 & Ekip Z-LS & Ekip Com STA Modbus RS-485,ABB,Circuit Breakers,modbus
5,EC-300 Series,ECA380D,Hager,Power Meters,modbus
6,AWD3,AWD3,Saia Burgess,Power Meters,modbus
7,1 PLAY,TLM,Ingeteam,Solar Inverters,modbus
8,EM,EM1,Janitza,Power Meters,modbus
9,ALD1,ALD1,Saia Burgess,Power Meters,modbus
10,Tmax XT5,Tmax XT5 & Ekip Touch & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
11,ACH,480,ABB,General Purpose AC Drives,modbus | ethernet-ip
12,Tmax XT4,Tmax XT4 & Ekip M-LRIU & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
13,Tmax XT5,Tmax XT5 & MF/MA & Ekip Com STA Modbus RS-485,ABB,Circuit Breakers,modbus
14,Sunny Boy,3.0-US - 7.7-US,SMA,Solar Inverters,modbus
15,B-PRO,4000,ERL,Protection Relays,modbus
16,M Family,MIV-2000,General Electric,Protection Relays,modbus
17,Tmax XT4,Tmax XT4 & MF & Ekip Com STA Modbus RS-485,ABB,Circuit Breakers,modbus
18,E-Pumps,0.25-7.5 kW H models,Grundfos,Motors & Pumps,modbus
19,Tmax T5,Tmax T5 & PR223EF,ABB,Circuit Breakers,modbus
20,VLT,5000,Danfoss,Variable Frequency Drives,modbus
21,E-Pumps,MAGNA3 with Sensor,Grundfos,Motors & Pumps,modbus
22,PowerLogic,ION6200,Schneider Electric,Power Meters,modbus
23,UMG,96RM-E,Janitza,Power Meters,modbus
24,Emax 2,Emax 2 & Ekip UP & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
25,GK,510,GTAKE,Variable Frequency Drives,modbus
26,Easergy MiCOM,Px4x Series,Schneider Electric,Protection Relays,modbus
27,Tmax XT4,Tmax XT4 & Ekip G Dip & Ekip Com STA Modbus TCP,ABB,Circuit Breakers,modbus
28,IZMX,IZMX 16 & PXR 20,Eaton,Circuit Breakers,modbus
29,Gutor,PXC,Schneider Electric,Uninterruptible Power Supplies,modbus
30,Integra,1560,TE Connectivity,Power Meters,modbus
31,Eco-Power Meter,KW2M-A,Panasonic,Power Meters,modbus
32,CIMR-U,U1000,Omron,Variable Frequency Drives,modbus
33,Tmax XT7 M,Tmax XT7 M & Ekip G Hi-Touch & Ekip Com EtherNet/IP,ABB,Circuit Breakers,ethernet-ip
34,Tmax T7,Tmax T7 & PR332/P MM & PR330/D-M,ABB,Circuit Breakers,modbus
35,EC,EC376,Hager,Power Meters,modbus
36,Tmax XT7 M,Tmax XT7 M & Ekip G Hi-Touch & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
37,PowerFlex,400 (SingleDrive),Rockwell Automation,Variable Frequency Drives,modbus | ethernet-ip
38,TemPower,2 AR,Terasaki,Circuit Breaker,modbus
39,UR,L90,General Electric,Protection Relays,modbus
40,NRX,NRX & Digitrip 520M & CAM + MCAM,Eaton,Circuit Breakers,modbus
41,Unidrive,SP,Control Techniques,Variable Frequency Drives,modbus
42,Adjustable Speed Drives,G9,Toshiba,Variable Frequency Drives,modbus
43,G300,360,Galt Electric,Variable Frequency Drives,modbus
44,Emax,Emax w. PR122/P-LI,ABB,Circuit Breakers,modbus
45,NRX,NRX & Digitrip 520M & CAM + ECAM,Eaton,Circuit Breakers,modbus
46,ACS,880 FW 2.9x,ABB,Variable Frequency Drives,modbus
47,B-PRO,8700,ERL,Protection Relays,modbus
48,PMC,509,CET,Power Meters,modbus
49,ACS,880 FW 1.1x,ABB,Variable Frequency Drives,modbus | ethernet-ip
50,IQ 100 Series,IQ150,Eaton,Power Meters,modbus
51,Masterpact,NT / NW,Schneider Electric,Circuit Breakers,modbus
52,EC-300 Series,ECR300C,Hager,Power Meters,modbus
53,Integra,INT,TE Connectivity,Power Meters,modbus
54,SINEAX,A210-A220,Camille Bauer,Power Meters,modbus
55,PowerFlex,523 (SingleDrive),Rockwell Automation,Variable Frequency Drives,modbus | ethernet-ip
56,Alpha,1140,Elster,Power Meters,modbus
57,10,C,Saftronics,Variable Frequency Drives,modbus
58,Isomax S4,Isomax S4 & PR212/P & PR212/D-M,ABB,Circuit Breakers,modbus
59,EPM,6000T,General Electric,Power Meters,modbus
60,Liebert,EXL S1,Vertiv Group Corp,Uninterruptible Power Supplies,modbus
61,UR,G30,General Electric,Protection Relays,modbus
62,Controls and Monitoring,Control DDD w. Sensor,Grundfos,Motors & Pumps,modbus
63,Tmax XT7 M,Tmax XT7 M & Ekip G Touch & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
64,EasyLogic,PM2100_2200,Schneider Electric,Power Meters,modbus
65,Masterpact,NT / NW,Schneider Electric,Circuit Breakers,modbus
66,PACmotion,IC855,General Electric,Variable Frequency Drives,modbus
67,Tmax XT4,Tmax XT4 & Ekip Hi-Touch & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
68,PowerLogic,BCPMSC-A,Schneider Electric,Power Meters,modbus
69,Tmax XT7,Tmax XT7 & Ekip M Touch & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
70,Series C,Series C & Digitrip RMS 910 & mMint,Eaton,Circuit Breakers,modbus
71,Emax 2,Emax 2 & Ekip UP & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
72,PMC,43M,CET,Power Meters,modbus
73,Magnum SB,Magnum SB & Digitrip RMS 1150 & PXG,Eaton,Circuit Breakers,modbus
74,Circuit Breaker Monitor,Breaker Performance Monitor,Dynamic Ratings,Circuit Breakers,modbus
75,300,EM/ET,Carlo Gavazzi,Power Meters,modbus
76,Tmax XT5,Tmax XT5 & Ekip Touch Measuring & Ekip Com EtherNet/IP,ABB,Circuit Breakers,ethernet-ip
77,Tmax XT4,Tmax XT4 & Ekip E-LSIG & Ekip Com Modbus RS-485,ABB,Circuit Breakers,modbus
78,Tmax XT4,Tmax XT4 & MF & Ekip Com STA Modbus TCP,ABB,Circuit Breakers,modbus
79,EC-300 Series,ECA301C,Hager,Power Meters,modbus
80,PQM,II,General Electric,Power Meters,modbus
81,VLT HVAC Drive,FC 102,Danfoss,Variable Frequency Drives,modbus | ethernet-ip
82,Fixed speed drives,FixStar,Schlumberger,Variable Frequency Drives,modbus
83,Unidrive,M201-Modified,Control Techniques,Variable Frequency Drives,modbus
84,Optidrive,P2,Invertek,Variable Frequency Drives,modbus
85,Professional II,3/5,EMU Electronics,Power Meters,modbus
86,Integra,DL1,TE Connectivity,Power Meters,modbus
87,Eco-Power Meter,KW1M-H,Panasonic,Power Meters,modbus
88,PowerFlex,700L,Rockwell Automation,Variable Frequency Drives,ethernet-ip
89,Relion 611 series,REF 611,ABB,Protection Relays,modbus
90,Isomax S3,Isomax S3 & Ekip Signaling Modbus TCP,ABB,Circuit Breakers,modbus
91,CFW,8,WEG,Variable Frequency Drives,modbus
92,Tmax XT2,Tmax XT2 & TMD & Ekip Com STA Modbus TCP,ABB,Circuit Breakers,modbus
93,Tmax XT7,Tmax XT7 & Ekip Touch Measuring & Ekip Com EtherNet/IP,ABB,Circuit Breakers,ethernet-ip
94,PD,PD & PXR 25MP,Eaton,Circuit Breakers,modbus
95,VSU,48,Emotron,General Purpose AC Drives,modbus
96,Tmax XT5,Tmax XT5 & MF/MA & Ekip Com STA Modbus TCP,ABB,Circuit Breakers,modbus
97,VMC-3Axis,VMC-3Axis,SystemInsights,CNC,MTConnect
98,Sinamics,G120P,Siemens,Variable Frequency Drives,modbus
99,Eco-Power Meter,KW2M-A,Panasonic,Power Meters,modbus
100,Relion 620 series,REM 620,ABB,Protection Relays,modbus
101,Tmax XT2,Tmax XT2 & MF & Ekip Com STA Modbus TCP,ABB,Circuit Breakers,modbus
102,UMG,96RM-EL,Janitza,Power Meters,modbus
103,ACH,580,ABB,Variable Frequency Drives,modbus | ethernet-ip
104,Low Voltage VFD,iG5A,LS Electric,Variable Frequency Drives,modbus
105,Eco-Power Meter,KW2M-X,Panasonic,Power Meters,modbus
106,Tmax XT2,Tmax XT2 & Ekip Hi-Touch & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
107,Energy management and measurement,EMDX3,Legrand,Power Meters,modbus
108,Sinamics,SL150,Siemens,Variable Frequency Drives,modbus
109,EPM,9700,General Electric,Power Meters,modbus
110,IPR,D,Orion Italia,Protection Relays,modbus
111,ME96,SSE,Mitsubishi,Power Meters,modbus
112,ComPact NS,Micrologic Type P,Schneider Electric,Circuit Breakers,modbus
113,Isomax S6,Isomax S6 & Ekip Signaling Modbus TCP,ABB,Circuit Breakers,modbus
114,Moeller,PKE 12 & PKE-XTU(W)A & COM-RTU,Eaton,Circuit Breakers,modbus
115,Sepam,Series 20,Schneider Electric,Protection Relays,modbus
116,Unidrive,M702 (Standard Addressing),Control Techniques,Variable Frequency Drives,modbus
117,FPC,400,Iskra,Protection Relays,modbus
118,Conext,Core XC,Schneider Electric,Solar Inverters,modbus
119,DPM,C530,Delta Electronics,Power Meters,modbus
120,DSLII,DSLII & Digitrip OPTIM 1050 & mMint,Eaton,Circuit Breakers,modbus
122,B,24,ABB,Power Meters,modbus
123,ME96,NSR,Mitsubishi,Power Meters,modbus
124,DSLII,DSLII & Digitrip RMS 910 & mMint,Eaton,Circuit Breakers,modbus
125,String Inverters,UNO-DM-TL-PLUS,ABB,Solar Inverter,modbus
126,Unidrive,M200-Standard,Control Techniques,Variable Frequency Drives,modbus
127,Easergy MiCOM,Px4x Series,Schneider Electric,Protection Relays,modbus
128,Countis,E27,Socomec,Power Meters,modbus
129,Power Xpert Meter,350,Eaton,Power Meters,modbus
130,DME,121,Lovato Electric,Power Meters,modbus
131,PowerLogic,BCPMSC-B,Schneider Electric,Power Meters,modbus
132,Adjustable Speed Drives,AS1P,Toshiba,Variable Frequency Drives,modbus
133,Tmax XT5,Tmax XT5 & Ekip Touch Measuring & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
134,SINEAX,CAM,Camille Bauer,Power Meters,modbus
135,Tmax XT5,Tmax XT5 & Ekip Hi-Touch & Ekip Com EtherNet/IP,ABB,Circuit Breakers,ethernet-ip
136,Tmax XT2,Tmax XT2 & Ekip LS/I & Ekip Com STA Modbus TCP,ABB,Circuit Breakers,modbus
137,VLT AutomationDrive,FC 301,Danfoss,Variable Frequency Drives,modbus | ethernet-ip
138,Galaxy,3500,Schneider Electric,Uninterruptible Power Supplies,modbus
139,Tmax T7M,Tmax T7M & PR332/P MM & PR330/D-M,ABB,Circuit Breakers,modbus
140,Tmax XT5,Tmax XT5 & Ekip G Touch & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
141,Altivar Series,Altivar 66,Schneider Electric,Variable Frequency Drives,modbus
142,DIRIS Digiware,I-35,Socomec,Power Meters,modbus
143,DSII,DSII & Digitrip RMS 910 & PXG,Eaton,Circuit Breakers,modbus
144,Tmax XT7,Tmax XT7 & Ekip Touch & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
145,Sentron,3VL,Siemens,Circuit Breakers,modbus
146,EasyLogic,PM1125H,Schneider Electric,Power Meters,modbus
147,Integra,RI3,TE Connectivity,Power Meters,modbus
148,NRX,NRX & PXR 20,Eaton,Circuit Breakers,modbus
149,Tmax XT2,Tmax XT2 & Ekip G-LS/I & Ekip Com STA Modbus RS-485,ABB,Circuit Breakers,modbus
150,EC,EC377M,Hager,Power Meters,modbus
151,ACS,255,ABB,Variable Frequency Drives,modbus
152,Network and Server,9PX - Three Phase,Eaton,Uninterruptible Power Supplies,modbus
153,PowerLogic,EM4200,Schneider Electric,Power Meters,modbus
154,Tmax XT5,Tmax XT5 & Ekip G Hi-Touch & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
155,8000,MP8000,Littelfuse,Protection Relays,modbus
156,PowerXL,DE1,Eaton,Variable Frequency Drives,modbus
157,EM,EM3,Janitza,Power Meters,modbus
158,MVD,1000,Delta Electronics,Variable Frequency Drives,modbus
159,E-Pumps,11-22 kW CUE with Sensor,Grundfos,Motors & Pumps,modbus
160,AcuDC,242,Accuenergy,Power Meters,modbus
161,Circuit Breaker Monitor,Breaker Performance Monitor,Dynamic Ratings,Circuit Breakers,modbus
162,V,V1000,Omron,Variable Frequency Drives,modbus
163,Tmax T4,Tmax T4 & PR223EF,ABB,Circuit Breakers,modbus
164,Tmax XT7 M,Tmax XT7 M & Ekip Touch Measuring & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
165,Liebert,Series 300,Vertiv Group Corp,Uninterruptible Power Supplies,modbus
166,MID,C70,Frer,Power Meters,modbus
167,Tmax XT4,Tmax XT4 & Ekip Touch Measuring & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
168,SIA,F,Fanox,Protection Relays,modbus
169,Tmax XT5,Tmax XT5 & Ekip Touch & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
170,EC-300 Series,ECR380D,Hager,Power Meters,modbus
171,Tmax XT5,Tmax XT5 & Ekip Touch Measuring & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
172,VFD,DD,Delta Electronics,Variable Frequency Drives,modbus
173,Alpha,1700,Elster,Power Meters,modbus
174,Easergy Protection,P3,Schneider Electric,Protection Relays,modbus
175,Vacon,X5,Danfoss,Variable Frequency Drives,ethernet-ip
176,U,U1000,Yaskawa,Variable Frequency Drives,modbus | ethernet-ip
177,VLT HVAC Drive,FC 102,Danfoss,Variable Frequency Drives,modbus | ethernet-ip
178,Summit,500,Mitsubishi,Uninterruptible Power Supplies,modbus
179,Tmax XT7 M,Tmax XT7 M & Ekip Hi-Touch & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
180,Emax,Emax w. PR122/P-LSI,ABB,Circuit Breakers,modbus
181,FR-A Series,FR-A800,Mitsubishi,Variable Frequency Drives,modbus
182,Gutor,PXP AC UPS 3000,Schneider Electric,Uninterruptible Power Supplies,modbus
183,Liebert,600,Vertiv Group Corp,Uninterruptible Power Supplies,modbus
184,DIRIS,B-10,Socomec,Power Meters,modbus
185,DIRIS Digiware,I-45,Socomec,Power Meters,modbus
186,8_Series,869,General Electric,Protection Relays,modbus
187,MiCOM,P72x,Schneider Electric,Protection Relays,modbus
188,Tmax XT4,Tmax XT4 & Ekip Touch Measuring & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
189,SINEAX,SINEAX AM,Camille Bauer,Power Meters,modbus
190,PMC,53-I,CET,Power Meters,modbus
191,Masterys,BC+,Socomec,UPS Batteries,modbus
192,RX,RX,Omron,Variable Frequency Drives,modbus
193,ComAp,IGS-NT,Comap Control,Heat Meters,modbus
194,PowerLogic,ION8800,Schneider Electric,Power Meters,modbus
195,VLT AutomationDrive,FC 302,Danfoss,Variable Frequency Drives,modbus | ethernet-ip
196,PowerLogic,PM1200-temp,Schneider Electric,Power Meters,modbus
197,CENTRAX,CU5000,Camille Bauer,Power Meters,modbus
198,B-PRO,4000-MBB,ERL,Protection Relays,modbus
199,Tmax XT2,Tmax XT2 & Ekip Touch Measuring & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
200,NRX,NRX & Digitrip 1150 & CAM + MCAM,Eaton,Circuit Breakers,modbus
201,Tmax,Tmax T5 & PR223DS,ABB,Circuit Breakers,modbus
202,UMG,508,Janitza,Power Meters,modbus
203,PowerLogic,BCPM-A,Schneider Electric,Power Meters,modbus
204,EMR,4000,Eaton,Protection Relays,modbus
205,GK,500,GTAKE,Variable Frequency Drives,modbus
206,Emax 2,Emax 2 & Ekip Touch & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
207,Gutor,PDW,Schneider Electric,Uninterruptible Power Supplies,modbus
208,Tmax XT4,Tmax XT4 & Ekip Touch Measuring & Ekip Com EtherNet/IP,ABB,Circuit Breakers,ethernet-ip
209,Professional II,3/100,EMU Electronics,Power Meters,modbus
210,PD,PD (ICCB) & PXR 25,Eaton,Circuit Breakers,modbus
211,Eco-Power Meter,KW8M,Panasonic,Power Meters,modbus
212,DM,MS 300+,Electro Industries,Power Meters,modbus
213,PowerLogic,PM1200,Schneider Electric,Power Meters,modbus
214,DCS,880,ABB,Variable Frequency Drives,ethernet-ip
215,ETR,5000,Eaton,Protection Relays,modbus
216,VF,S15,Toshiba,Variable Frequency Drives,modbus
217,DELPHYS,BC (ADC+SL),Socomec,Uninterruptible Power Supplies,modbus
218,NRX,NRX & PXR 20 & CAM + ECAM-MTCP,Eaton,Circuit Breakers,modbus
219,UMI-B1 Series,UL,Unitronics,Variable Frequency Drives,modbus
220,DPM,MA3222,Delta Electronics,Power Meters,modbus
221,E-Mon,Class 5000,Honeywell,Power Meters,modbus
222,VLT AutomationDrive,FC 302,Danfoss,Variable Frequency Drives,modbus | ethernet-ip
223,PowerLogic,ION7650,Schneider Electric,Power Meters,modbus
224,Emax 2,Emax 2 & Ekip UP & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
225,Tmax XT4,Tmax XT4 & TMG & Ekip Com STA Modbus RS-485,ABB,Circuit Breakers,modbus
226,PowerLogic,ION8500,Schneider Electric,Power Meters,modbus
227,VFD for Commercial Applications,EVC (Standard Addressing),Emerson,Variable Frequency Drives,modbus
228,SR Series,750,General Electric,Protection Relays,modbus
229,Tmax XT7,Tmax XT7 & Ekip G Touch & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
230,M2M,Basic,ABB,Power Meters,modbus
231,Sunny Tripower,5000 - 12000TL,SMA,Solar Inverters,modbus
232,Symmetra,PX,Schneider Electric,Uninterruptible Power Supplies,modbus
233,SDM,630,Eastron,Power Meters,modbus
234,PD,PD & PXR 20 & CAM + ECAM,Eaton,Circuit Breakers,modbus
235,EC-300 Series,ECR301C,Hager,Power Meters,modbus
236,PowerLogic,EM4300,Schneider Electric,Power Meters,modbus
237,Unidrive,M201-Standard,Control Techniques,Variable Frequency Drives,modbus
238,ACQ,810,ABB,Variable Frequency Drives,modbus | ethernet-ip
239,GK,600,GTAKE,Variable Frequency Drives,modbus
240,GEH,GEH Concentrator,General Electric,Circuit Breakers,modbus
241,Gutor,PXP AC UPS 1000,Schneider Electric,Uninterruptible Power Supplies,modbus
242,IQ,35MA1X,Eaton,Power Meters,modbus
243,ME96,SSE,Mitsubishi,Power Meters,modbus
244,Tmax XT7,Tmax XT7 & Ekip Hi-Touch & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
245,Emax 2,Emax 2 & Ekip Touch & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
246,SINEAX,CAM,Camille Bauer,Power Meters,modbus
247,IZMX,IZMX 16 & PXR 20 & CAM + ECAM-MTCP,Eaton,Circuit Breakers,modbus
248,NRX,NRX & PXR 20,Eaton,Circuit Breakers,modbus
249,Altivar Series,Altivar 58F,Schneider Electric,Variable Frequency Drives,modbus
250,ComPact,NSXm,Schneider Electric,Circuit Breakers,modbus
251,PowerFlex,PowerFlex 6000,Rockwell Automation,Variable Frequency Drives,modbus
252,Integra,RI3,TE Connectivity,Power Meters,modbus
253,ME96,SSH,Mitsubishi,Power Meters,modbus
254,IQ,IQ250,Eaton,Power Meters,modbus
255,Tmax T7,Tmax T7 & PR333/P & PR330/D-M,ABB,Circuit Breakers,modbus
256,PowerLogic,ION8650,Schneider Electric,Power Meters,modbus
257,Tmax XT7,Tmax XT7 & Ekip G Touch & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
258,ENERGYMID,EM,Gossen Metrawatt,Power Meters,modbus
259,Integra,1580,TE Connectivity,Power Meters,modbus
260,Emax,Emax w. PR122/P-LSIG,ABB,Circuit Breakers,modbus
261,Energy management and measurement,EMDX3,Legrand,Power Meters,modbus
262,UMG,509 and 509-PRO,Janitza,Power Meters,modbus
263,Liebert,NXL-60Hz,Vertiv Group Corp,Uninterruptible Power Supplies,modbus
264,Hydro,Hydro MPC w. Sensor,Grundfos,Motors & Pumps,modbus
265,PD,PD & PXR 25,Eaton,Circuit Breakers,modbus
266,Masterpact,NT / NW,Schneider Electric,Circuit Breakers,modbus
267,Type DSL,Type DSL,Eaton,Circuit Breakers,modbus
268,ME96,SSEA,Mitsubishi,Power Meters,modbus
269,Tmax XT5,Tmax XT5 & Ekip M Touch & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
270,Tmax XT7 M,Tmax XT7 M & Ekip Touch Measuring & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
271,Conzerv,EM6438,Schneider Electric,Power Meters,modbus
272,Freesun,LVT,Power Electronics,Solar Inverters,modbus
273,Magnum DS,Magnum DS & Digitrip RMS 1150 & mMint,Eaton,Circuit Breakers,modbus
274,Tmax XT4,Tmax XT4 & Ekip M Touch & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
275,Professional II,3/100,EMU Electronics,Power Meters,modbus
276,Tmax XT2,Tmax XT2 & Ekip Hi-Touch & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
277,SM,SM101C,Hager,Power Meters,modbus
278,SLX,9000,Eaton,Variable Frequency Drives,modbus
279,Galaxy,VM,Schneider Electric,Uninterruptible Power Supplies,modbus
280,Emax 2,Emax 2 & Ekip LCD & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
281,UMG,503,Janitza,Power Meters,modbus
282,8_Series,850-E,General Electric,Protection Relays,modbus
283,Fixed speed drives,FixStar,Schlumberger,Variable Frequency Drives,modbus
284,CONTO,D4-Pd MID,IME,Power Meters,modbus
285,ME96,SSH,Mitsubishi,Power Meters,modbus
286,Emax 2,Emax 2 & Ekip Hi-Touch & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
287,Low Voltage VFD,iV5,LS Electric,Variable Frequency Drives,modbus
288,Adjustable Speed Drives,AS1,Toshiba,Variable Frequency Drives,modbus
289,M Family,MIF,General Electric,Protection Relays,modbus
290,Professional II,3/5,EMU Electronics,Power Meters,modbus
291,DPM,C320,Delta Electronics,Power Meters,modbus
292,Tmax XT5,Tmax XT5 & Ekip Touch & Ekip Com EtherNet/IP,ABB,Circuit Breakers,ethernet-ip
293,5000,3PI,Toshiba,Uninterruptible Power Supplies,modbus
294,Eco-Power Meter,KW2M-A,Panasonic,Power Meters,modbus
295,VLT,FCP 106,Danfoss,Variable Frequency Drives,modbus
296,9000,MVX,Eaton,Variable Frequency Drives,modbus
297,DM,MS 425,Electro Industries,Power Meters,modbus
298,FDU,2,Emotron,Variable Frequency Drives,modbus
299,Eco-Power Meter,KW4M,Panasonic,Power Meters,modbus
300,PD,PD (ICCB) & PXR 25 & CAM + ECAM,Eaton,Circuit Breakers,modbus
301,E-Pumps,MAGNA3,Grundfos,Motors & Pumps,modbus
302,Tmax XT2,Tmax XT2 & Ekip Touch Measuring & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
303,Tmax T7,Tmax T7 & SD030DX,ABB,Circuit Breakers,modbus
304,Vacon,20X,Danfoss,Variable Frequency Drives,modbus | ethernet-ip
305,PowerLogic,EM4800,Schneider Electric,Power Meters,modbus
306,9000X AF Drives,SPX9000,Eaton,Variable Frequency Drives,modbus | ethernet-ip
307,EngyCal,RH33,Endress Hauser,Heat Meters,modbus
308,UMG,507,Janitza,Power Meters,modbus
309,UMG,96-S2,Janitza,Power Meters,modbus
310,PAC,2200,Siemens,Power Meters,modbus
311,PowerLogic,BCPMSC-A,Schneider Electric,Power Meters,modbus
312,510,L,Teco,Variable Frequency Drives,modbus
313,Countis,E44,Socomec,Power Meters,modbus
314,Q2V,200V,Omron,Variable Frequency Drives,modbus
315,A,41,ABB,Power Meters,modbus
316,Tmax XT7 M,Tmax XT7 M & Ekip Touch & Ekip Com EtherNet/IP,ABB,Circuit Breakers,ethernet-ip
317,Tmax XT5,Tmax XT5 & Ekip M Touch & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
318,Tmax XT5,Tmax XT5 & Ekip Hi-Touch & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
319,Energy management and measurement,EMDX3,Legrand,Power Meters,modbus
320,Tmax XT4,Tmax XT4 & Ekip Hi-Touch & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
321,Tmax XT7 M,Tmax XT7 M & Ekip Hi-Touch & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
322,EPM,5300,General Electric,Power Meters,modbus
323,Relion 615 series,REG 615,ABB,Protection Relays,modbus
324,Relion 615 series,REF 615 ANSI,ABB,Protection Relays,modbus
325,Emax 2,Emax 2 & Ekip LCD & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
326,Conext,XW 120/240V,Schneider Electric,Solar Inverters,modbus
327,Low Voltage VFD,G100,LS Electric,Variable Frequency Drives,modbus
328,DRB,5-3P,TE Connectivity,Power Meters,modbus
329,E-Pumps,0.25-7.5 kW TPE Series 2000,Grundfos,Motors & Pumps,modbus
330,MODULYS,GP,Socomec,Uninterruptible Power Supplies,modbus
331,EEM,400C,Saia Burgess,Power Meters,modbus
332,Emax 2,Emax 2 & Ekip LCD & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
333,Nemo,D4-Le,IME,Power Meters,modbus
334,EPM,9800,General Electric,Power Meters,modbus
335,VT2 Series,VT2,Vtdrive,Variable Frequency Drives,modbus
336,Emax X1,Emax X1 & PR333/P & PR330/D-M,ABB,Circuit Breakers,modbus
337,Shark,50,Electro Industries,Power Meters,modbus
338,Hydro,Hydro Multi-B w. Sensor,Grundfos,Motors & Pumps,modbus
339,Power Xpert Meter,PXM1100,Eaton,Power Meters,modbus
340,Tmax XT2,Tmax XT2 & Ekip Touch Measuring & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
341,300,EV,Accuenergy,Power Meters,modbus
342,EX,700-1000-1500 VA,Eaton,Uninterruptible Power Supplies,modbus
343,GK,600E,GTAKE,Variable Frequency Drives,modbus
344,DIRIS,A-20,Socomec,Power Meters,modbus
345,Isomax S2,Isomax S2 & SD030DX,ABB,Circuit Breakers,modbus
346,Liebert,PSI5,Vertiv Group Corp,Uninterruptible Power Supplies,modbus
347,Isomax S1,Isomax S1 & SD030DX,ABB,Circuit Breakers,modbus
348,Countis,E23/E24,Socomec,Power Meters,modbus
349,CENTRAX,CU3000,Camille Bauer,Power Meters,modbus
350,Tmax XT5,Tmax XT5 & Ekip Hi-Touch & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
351,Tmax XT2,Tmax XT2 & MA & Ekip Com STA Modbus TCP,ABB,Circuit Breakers,modbus
352,7-Series,PlusPack/G7/GX7/GX7M/GX9/H7/HX7/Q7/QX7/W7/WX9,Toshiba,Variable Frequency Drives,modbus
353,SIL,V,Fanox,Protection Relays,modbus
354,UR,C60,General Electric,Protection Relays,modbus
355,Emax DC,Emax DC & Ekip Signaling Modbus TCP,ABB,Circuit Breakers,modbus
356,Sinamics,S120,Siemens,Variable Frequency Drives,modbus
357,Energy management and measurement,EMDX3,Legrand,Power Meters,modbus
358,Emax,Emax 2 FW 1.xx,ABB,Circuit Breakers,modbus
359,Tmax XT7 M,Tmax XT7 M & Ekip G Hi-Touch & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
360,Tmax XT5,Tmax XT5 & Ekip Touch Measuring & Ekip Com Modbus TCP,ABB,Circuit Breakers,modbus
361,VS30,VS30,Emotron,Variable Frequency Drives,modbus
362,Tmax XT5,Tmax XT5 & Ekip G Hi-Touch & Ekip Com Modbus RTU,ABB,Circuit Breakers,modbus
363,EDR,3000,Eaton,Protection Relays,modbus
